movie_id,movie_name,year,genres
1575,Hamari Mission Ki Baatein,2001,Drama
1577,Hamari Zindagi Se Mulakaat,1943,Drama
1579,Hamari Raja Hai,2019,Drama
1664,Aashiq Mission Ki Baatein,1961,Drama
1705,Prem Andaz Ki Kahani,2023,Drama
1706,Tum Rishta Ki Kahani,2014,Drama
1710,Dil Raat Hai,1945,Drama
1724,Tera Raat Ki Duniya,1977,Drama
1781,Prem Kahani Ki Baatein,1939,Drama
1893,Dil Dosti Ke Rang,2018,Drama
2576,Dil Raat Hai,1961,Drama
2609,Baazigar Dosti Ke Rang,1968,Drama
3009,Tera Kahani Ka Raaz,1975,Drama
3378,Shree Raat Ki Kahani,1983,Drama
2445,Tum Sapna Ki Duniya,1964,Drama
2501,Jab Raja Hai,1956,Drama
2508,Raj Andaz Ke Rang,1960,Drama
2541,Chalte Kahani Ki Baatein,2025,Drama
2546,Baazigar Raja Se Mulakaat,1938,Drama
2564,Ek Kahani Hai,1970,Drama
2592,Jab Mission Ka Safar,2012,Drama
2610,Dil Raja Se Mulakaat,2021,Drama
2619,Prem Raja Ki Duniya,1987,Drama
2674,Khiladi Andaz Ka Raaz,2024,Drama
2678,Dil Manzil Ka Intezaar,1961,Drama
2682,Dil Raja Ke Rang,1982,Drama
2702,Tum Sapna Ke Rang,1967,Drama
2711,Ek Kahani Ki Baatein,1967,Drama
2712,Tum Rishta Se Mulakaat,1997,Drama
2714,Ek Mission Ka Safar,1970,Drama
2725,Shree Jung Ki Baatein,2000,Drama
2771,Khiladi Manzil Se Mulakaat,1987,Drama
2831,Tera Zindagi Ka Intezaar,1949,Drama
2832,Raj Jung Ka Intezaar,1972,Drama
2845,Tera Rishta Ke Rang,1983,Drama
2882,Aashiq Raat Ke Rang,1981,Drama
2887,Shree Raat Ke Rang,1939,Drama
2908,Aashiq Sapna Hai,2020,Drama
2959,Ek Sapna Se Mulakaat,1942,Drama
2960,Prem Jung Ki Duniya,1976,Drama
2964,Tera Zindagi Hai,1978,Drama
2966,Dil Manzil Ka Intezaar,2018,Drama
2975,Tera Andaz Ka Safar,1935,Drama
2979,Jab Kahani Ka Raaz,1964,Drama
2996,Chalte Manzil Ki Kahani,2019,Drama
3001,Khiladi Kahani Ki Kahani,1992,Drama
3006,Raj Rishta Ki Baatein,1966,Drama
3010,Khiladi Pyaar Ke Rang,1943,Drama
3050,Shree Dosti Ki Kahani,1964,Drama
3051,Raj Dosti Ka Raaz,1980,Drama
3078,Tera Zindagi Ki Kahani,2013,Drama
3079,Baazigar Rishta Se Mulakaat,1973,Drama
3115,Jab Raat Ka Intezaar,1978,Drama
3116,Raj Rishta Ka Safar,1952,Drama
3118,Raj Raja Hai,1980,Drama
3125,Chalte Pyaar Ke Rang,1974,Drama
3127,Tera Raat Ka Raaz,1995,Drama
3128,Jab Rishta Ki Kahani,1949,Drama
3145,Ek Raat Ki Kahani,1992,Drama
3148,Jab Jung Ka Raaz,1965,Drama
3150,Jab Pyaar Ka Intezaar,1998,Drama
3158,Tum Mission Hai,1976,Drama
3160,Prem Jung Ki Kahani,1945,Drama
3161,Raj Manzil Se Mulakaat,1975,Drama
3163,Khiladi Mission Se Mulakaat,1943,Drama
3173,Raj Pyaar Ka Safar,1958,Drama
3178,Khiladi Pyaar Ki Baatein,2025,Drama
3179,Jab Rishta Ki Baatein,1939,Drama
3181,Khiladi Zindagi Ka Raaz,1986,Drama
3183,Tum Andaz Se Mulakaat,1973,Drama
3185,Dil Sapna Ka Raaz,1951,Drama
3186,Hamari Mission Ki Duniya,1930,Drama
3277,Aashiq Dosti Ke Rang,1990,Drama
3288,Shree Jung Ke Rang,2021,Drama
3289,Khiladi Mission Se Mulakaat,1966,Drama
3319,Chalte Raja Hai,2018,Drama
3456,Tera Rishta Se Mulakaat,1957,Drama
3457,Chalte Rishta Hai,2002,Drama
3509,Tera Rishta Ka Safar,1940,Drama
3568,Hamari Rishta Ki Baatein,1965,Drama
3570,Dil Sapna Ki Duniya,2009,Drama
3581,Dil Sapna Ka Raaz,2004,Drama
3720,Prem Mission Ka Safar,1984,Drama
3747,Chalte Mission Ki Kahani,1935,Drama
3749,Aashiq Mission Ki Kahani,2018,Drama
3795,Aashiq Kahani Ka Safar,1961,Drama
3823,Dil Kahani Ke Rang,2012,Drama
3856,Hamari Raat Ki Duniya,1988,Drama
3867,Dil Raja Ka Raaz,1954,Drama
3894,Khiladi Sapna Ka Raaz,1980,Drama
3902,Ek Kahani Ka Raaz,1989,Drama
3907,Prem Kahani Ki Baatein,1934,Drama
981,Jab Kahani Hai,1961,Drama
1119,Jab Pyaar Ki Kahani,1967,Drama
1351,Shree Raat Hai,1956,Drama
1442,Hamari Mission Ki Kahani,1933,Drama
1465,Raj Pyaar Ke Rang,1939,Drama
1471,Tera Manzil Ki Duniya,1961,Drama
1508,Raj Raja Ka Intezaar,1968,Drama
1509,Khiladi Rishta Se Mulakaat,2016,Drama
1510,Tum Pyaar Ki Duniya,1935,Drama
1529,Tera Rishta Se Mulakaat,2019,Drama
1543,Chalte Jung Ki Baatein,1995,Drama
1563,Dil Pyaar Ka Intezaar,1944,Drama
1567,Ek Jung Ka Intezaar,1976,Drama
1594,Aashiq Manzil Ke Rang,1966,Drama
1596,Dil Andaz Ki Kahani,1933,Drama
1609,Hamari Zindagi Ka Raaz,2020,Drama
1613,Khiladi Raja Ki Duniya,2005,Drama
1621,Jab Raja Ka Intezaar,2024,Drama
1624,Shree Raat Ka Safar,1932,Drama
1628,Tera Dosti Ke Rang,1970,Drama
1633,Hamari Raat Ke Rang,1951,Drama
1635,Ek Raat Hai,1986,Drama
1650,Tera Zindagi Ke Rang,1981,Drama
1651,Tum Pyaar Ka Safar,1997,Drama
1660,Baazigar Sapna Hai,1993,Drama
1668,Shree Mission Ka Safar,2008,Drama
1672,Baazigar Mission Ki Duniya,2014,Drama
1673,Jab Jung Hai,1964,Drama
1693,Baazigar Mission Ki Kahani,1962,Drama
1694,Tera Manzil Hai,2014,Drama
1695,Shree Raja Ke Rang,1971,Drama
1704,Raj Zindagi Ka Safar,1982,Drama
1708,Tum Zindagi Ka Raaz,1969,Drama
1716,Raj Andaz Ki Duniya,2023,Drama
1719,Shree Manzil Ka Safar,1979,Drama
1725,Ek Pyaar Ke Rang,1971,Drama
1726,Raj Jung Ki Kahani,1986,Drama
1728,Chalte Dosti Ke Rang,2022,Drama
1730,Khiladi Zindagi Ki Baatein,1965,Drama
1759,Ek Mission Ki Kahani,1986,Drama
1768,Tera Rishta Ke Rang,1967,Drama
1811,Dil Raja Se Mulakaat,2013,Drama
1815,Jab Jung Ka Raaz,1958,Drama
1819,Tum Zindagi Ke Rang,1991,Drama
1844,Shree Pyaar Ke Rang,2012,Drama
1846,Prem Dosti Se Mulakaat,1974,Drama
1859,Aashiq Zindagi Ki Kahani,1944,Drama
1860,Raj Raja Ki Kahani,1958,Drama
1879,Aashiq Raja Ka Raaz,1994,Drama
1880,Aashiq Dosti Ki Kahani,1986,Drama
1890,Raj Zindagi Hai,1982,Drama
1900,Chalte Pyaar Ki Baatein,1966,Drama
1905,Tera Rishta Se Mulakaat,1978,Drama
1915,Shree Andaz Se Mulakaat,1962,Drama
2030,Ek Zindagi Ka Raaz,2007,Drama
2192,Tera Andaz Ka Intezaar,2015,Drama
2197,Jab Raat Ka Intezaar,1976,Drama
2277,Shree Raat Ka Safar,1974,Drama
2437,Shree Rishta Ka Raaz,1989,Drama
2439,Tum Rishta Ki Duniya,1998,Drama
2480,Baazigar Raat Se Mulakaat,1993,Drama
2493,Raj Dosti Ki Duniya,2006,Drama
2562,Khiladi Dosti Ka Intezaar,1977,Drama
2680,Hamari Zindagi Ki Kahani,1966,Drama
2695,Tum Mission Hai,1966,Drama
2760,Shree Pyaar Se Mulakaat,1950,Drama
2980,Chalte Andaz Ki Kahani,1966,Drama
3065,Shree Raja Ki Duniya,2001,Drama
3575,Khiladi Jung Se Mulakaat,1996,Drama
53,Khiladi Andaz Se Mulakaat,1930,Drama
121,Hamari Raja Ki Duniya,1988,Drama
127,Baazigar Sapna Ki Kahani,1934,Drama
142,Khiladi Andaz Ki Baatein,1967,Drama
154,Chalte Mission Se Mulakaat,2001,Drama
184,Jab Manzil Ki Duniya,2006,Drama
211,Aashiq Kahani Ka Intezaar,1937,Drama
213,Jab Rishta Ke Rang,2024,Drama
214,Aashiq Andaz Ka Safar,1937,Drama
233,Khiladi Pyaar Se Mulakaat,1968,Drama
261,Aashiq Dosti Ki Kahani,1962,Drama
263,Dil Raat Hai,1995,Drama
264,Dil Sapna Ki Duniya,1979,Drama
268,Prem Mission Ka Intezaar,1951,Drama
269,Hamari Manzil Se Mulakaat,1978,Drama
272,Khiladi Andaz Se Mulakaat,2023,Drama
277,Baazigar Pyaar Hai,1999,Drama
281,Aashiq Raat Ki Kahani,1932,Drama
282,Tera Rishta Ki Baatein,1941,Drama
299,Shree Zindagi Hai,1975,Drama
300,Tum Rishta Ka Raaz,1955,Drama
306,Jab Kahani Se Mulakaat,1980,Drama
307,Shree Zindagi Ki Kahani,1935,Drama
308,Raj Manzil Ke Rang,2019,Drama
309,Tera Pyaar Se Mulakaat,1989,Drama
314,Tum Sapna Ke Rang,1986,Drama
318,Tera Andaz Ke Rang,1979,Drama
321,Prem Raja Ka Raaz,1933,Drama
326,Khiladi Andaz Ka Safar,2025,Drama
331,Ek Pyaar Ki Duniya,1938,Drama
334,Jab Manzil Ke Rang,1996,Drama
337,Tera Dosti Ki Kahani,2009,Drama
341,Aashiq Pyaar Ki Duniya,2010,Drama
347,Raj Pyaar Ki Duniya,2016,Drama
354,Tera Dosti Ki Baatein,2023,Drama
365,Ek Mission Ki Baatein,2018,Drama
369,Dil Kahani Ke Rang,1936,Drama
375,Aashiq Mission Ke Rang,1966,Drama
381,Tera Jung Ka Raaz,2018,Drama
385,Ek Pyaar Ke Rang,1977,Drama
386,Jab Manzil Ka Safar,1972,Drama
406,Ek Raat Ka Safar,1989,Drama
408,Tera Sapna Hai,1970,Drama
409,Tera Pyaar Ki Baatein,1940,Drama
412,Ek Raat Se Mulakaat,1974,Drama
418,Chalte Pyaar Ki Baatein,1981,Drama
424,Raj Raat Se Mulakaat,2018,Drama
428,Raj Kahani Ka Safar,1961,Drama
430,Chalte Dosti Ka Intezaar,1958,Drama
439,Ek Raja Ki Baatein,1987,Drama
448,Tum Andaz Ka Safar,1932,Drama
452,Baazigar Mission Ki Baatein,1962,Drama
456,Tera Sapna Se Mulakaat,2019,Drama
475,Baazigar Raja Hai,1937,Drama
477,Shree Raat Ka Raaz,2023,Drama
483,Hamari Raat Ki Baatein,2002,Drama
488,Prem Mission Hai,2021,Drama
491,Ek Pyaar Se Mulakaat,2005,Drama
495,Hamari Andaz Hai,1932,Drama
501,Hamari Zindagi Ki Kahani,1932,Drama
503,Khiladi Jung Ki Kahani,1959,Drama
506,Baazigar Pyaar Ki Duniya,1932,Drama
508,Dil Dosti Hai,1945,Drama
510,Tum Pyaar Ka Raaz,2007,Drama
515,Raj Sapna Ki Kahani,1994,Drama
523,Tum Dosti Se Mulakaat,1974,Drama
524,Ek Andaz Se Mulakaat,1971,Drama
525,Dil Andaz Ki Kahani,1976,Drama
526,Khiladi Kahani Ka Raaz,1945,Drama
528,Shree Andaz Ki Baatein,1991,Drama
529,Jab Raat Ke Rang,1969,Drama
530,Khiladi Kahani Se Mulakaat,1996,Drama
535,Dil Zindagi Se Mulakaat,1999,Drama
536,Chalte Raat Ka Raaz,2022,Drama
538,Ek Kahani Ka Intezaar,2022,Drama
545,Hamari Mission Ki Duniya,2015,Drama
557,Tera Andaz Ke Rang,2012,Drama
560,Raj Mission Ka Raaz,1956,Drama
563,Tum Zindagi Se Mulakaat,2004,Drama
567,Jab Kahani Ki Duniya,1994,Drama
571,Dil Andaz Ki Duniya,1960,Drama
572,Hamari Jung Ki Kahani,1988,Drama
573,Raj Pyaar Se Mulakaat,1935,Drama
580,Ek Rishta Ki Baatein,1934,Drama
584,Tum Pyaar Ka Safar,2000,Drama
601,Khiladi Sapna Ke Rang,1984,Drama
607,Hamari Raat Hai,1973,Drama
615,Tera Andaz Ka Raaz,2021,Drama
620,Aashiq Sapna Ka Intezaar,1992,Drama
621,Dil Raat Ki Baatein,1965,Drama
625,Tum Raja Ka Safar,1974,Drama
668,Ek Pyaar Ka Intezaar,1993,Drama
669,Dil Pyaar Ke Rang,1973,Drama
670,Chalte Andaz Hai,2019,Drama
684,Chalte Pyaar Ki Duniya,2003,Drama
693,Tera Zindagi Ke Rang,2003,Drama
698,Jab Rishta Ka Intezaar,1942,Drama
699,Baazigar Manzil Hai,2010,Drama
701,Jab Sapna Ka Intezaar,1941,Drama
702,Tera Sapna Ka Intezaar,1962,Drama
712,Hamari Jung Ki Kahani,1952,Drama
713,Baazigar Jung Se Mulakaat,1972,Drama
723,Tum Pyaar Ka Intezaar,1991,Drama
730,Dil Andaz Ka Intezaar,2004,Drama
749,Raj Sapna Ke Rang,1973,Drama
757,Aashiq Raat Ki Baatein,1976,Drama
758,Baazigar Manzil Ki Kahani,1995,Drama
770,Prem Kahani Ka Raaz,1971,Drama
773,Tum Kahani Ke Rang,1951,Drama
774,Prem Mission Ke Rang,2016,Drama
789,Dil Zindagi Ki Duniya,2005,Drama
790,Jab Andaz Ki Kahani,1932,Drama
793,Baazigar Manzil Ka Safar,1939,Drama
795,Raj Dosti Ki Baatein,1994,Drama
796,Ek Manzil Ke Rang,2010,Drama
812,Khiladi Rishta Ka Intezaar,1934,Drama
820,Baazigar Dosti Se Mulakaat,1961,Drama
822,Baazigar Pyaar Ki Duniya,1932,Drama
823,Tum Jung Ke Rang,1973,Drama
824,Aashiq Rishta Ke Rang,2020,Drama
844,Jab Manzil Se Mulakaat,2006,Drama
845,Jab Rishta Ki Baatein,1944,Drama
853,Dil Manzil Ka Safar,1952,Drama
854,Aashiq Zindagi Ke Rang,1950,Drama
855,Ek Raat Se Mulakaat,1957,Drama
857,Raj Mission Ki Baatein,1977,Drama
872,Prem Mission Ka Raaz,2021,Drama
873,Raj Mission Ki Kahani,2016,Drama
875,Raj Raja Ki Baatein,1977,Drama
895,Shree Kahani Ka Intezaar,2017,Drama
896,Raj Raja Ki Kahani,1986,Drama
923,Tum Zindagi Ki Duniya,1968,Drama
926,Dil Raja Ka Raaz,1985,Drama
944,Khiladi Sapna Ki Baatein,1942,Drama
948,Baazigar Sapna Ka Safar,1960,Drama
949,Dil Rishta Ka Safar,1943,Drama
953,Jab Pyaar Hai,2008,Drama
954,Shree Raja Ka Safar,1998,Drama
957,Raj Zindagi Ki Duniya,2006,Drama
959,Hamari Rishta Se Mulakaat,1953,Drama
961,Prem Raat Ki Duniya,2021,Drama
966,Aashiq Jung Ka Safar,1931,Drama
971,Dil Kahani Ka Safar,2017,Drama
972,Khiladi Raja Hai,1998,Drama
973,Raj Rishta Ka Intezaar,1952,Drama
978,Tera Andaz Ki Baatein,1976,Drama
982,Shree Kahani Se Mulakaat,2002,Drama
1027,Ek Pyaar Ki Baatein,1978,Drama
1082,Shree Mission Hai,2011,Drama
1095,Dil Pyaar Ki Duniya,1934,Drama
1096,Aashiq Raja Ka Intezaar,1961,Drama
1099,Tum Rishta Ki Baatein,1981,Drama
1103,Raj Manzil Se Mulakaat,1986,Drama
1104,Tum Zindagi Ki Kahani,2018,Drama
1124,Hamari Manzil Se Mulakaat,1969,Drama
1131,Tera Kahani Ke Rang,1979,Drama
1132,Shree Raja Ka Safar,1966,Drama
1150,Jab Zindagi Ka Raaz,2014,Drama
1155,Dil Sapna Ka Intezaar,1954,Drama
1156,Jab Jung Se Mulakaat,1981,Drama
1157,Aashiq Rishta Ki Kahani,2023,Drama
1161,Tera Jung Ka Raaz,1979,Drama
1163,Hamari Rishta Ki Kahani,1965,Drama
1164,Aashiq Pyaar Ka Intezaar,2025,Drama
1173,Chalte Dosti Hai,1955,Drama
1176,Ek Dosti Ki Baatein,2000,Drama
1177,Hamari Raja Ki Kahani,1970,Drama
